timestamp,zone_id,zone_name,crowd_density,avg_wait_time_sec,entry_flow_rate_per_min,exit_flow_rate_per_min,incident_flag,staff_required,temperature_c
2026-04-18 08:15:00,Z07,Food Court B,0.8,52,174,106,0,9,30
2026-04-18 08:15:30,Z08,Restroom Block 1,0.67,804,63,114,1,19,26
2026-04-18 08:16:00,Z09,Restroom Block 2,0.87,792,183,108,0,7,34
2026-04-18 08:16:30,Z10,Seating Section A,0.63,606,270,239,0,5,25
2026-04-18 08:17:00,Z11,Seating Section B,0.63,646,179,195,0,12,33
2026-04-18 08:17:30,Z12,VIP Lounge,0.81,22,122,121,0,10,30
2026-04-18 08:18:00,Z01,Main Entrance,0.6,931,26,247,0,18,31
2026-04-18 08:18:30,Z02,North Gate,0.76,922,51,199,0,22,22
2026-04-18 08:19:00,Z03,South Gate,0.36,1186,162,165,0,4,34
2026-04-18 08:19:30,Z04,East Gate,0.97,684,108,9,0,8,23
2026-04-18 08:20:00,Z05,West Gate,0.94,705,98,26,0,3,23
2026-04-18 08:20:30,Z06,Food Court A,0.54,652,125,197,0,13,35
2026-04-18 08:21:00,Z07,Food Court B,0.42,938,37,168,0,3,34
2026-04-18 08:21:30,Z08,Restroom Block 1,0.41,793,103,136,0,19,25
2026-04-18 08:22:00,Z09,Restroom Block 2,0.76,1012,267,121,0,17,22
2026-04-18 08:22:30,Z10,Seating Section A,0.8,525,285,230,0,21,29
2026-04-18 08:23:00,Z11,Seating Section B,0.89,167,165,173,0,12,29
2026-04-18 08:23:30,Z12,VIP Lounge,0.79,331,149,94,0,17,22
2026-04-18 08:24:00,Z01,Main Entrance,0.89,1039,130,18,0,7,34
2026-04-18 08:24:30,Z02,North Gate,0.57,710,287,78,0,10,30
2026-04-18 08:25:00,Z03,South Gate,0.88,856,107,23,0,11,23
2026-04-18 08:25:30,Z04,East Gate,0.39,1009,19,53,0,8,24
2026-04-18 08:26:00,Z05,West Gate,0.43,946,192,15,0,5,32
2026-04-18 08:26:30,Z06,Food Court A,0.48,1182,23,222,0,13,27
2026-04-18 08:27:00,Z07,Food Court B,0.85,771,282,136,0,24,24
2026-04-18 08:27:30,Z08,Restroom Block 1,0.63,1124,266,34,0,9,27
2026-04-18 08:28:00,Z09,Restroom Block 2,0.88,415,115,198,0,7,27
2026-04-18 08:28:30,Z10,Seating Section A,0.47,575,33,61,0,19,29
2026-04-18 08:29:00,Z11,Seating Section B,0.77,295,208,111,0,13,22
2026-04-18 08:29:30,Z12,VIP Lounge,0.89,104,153,178,0,15,33
2026-04-18 08:30:00,Z01,Main Entrance,0.59,1044,85,135,0,19,30
2026-04-18 08:30:30,Z02,North Gate,0.5,692,118,70,1,24,25
2026-04-18 08:31:00,Z03,South Gate,0.81,1199,183,113,0,20,28
2026-04-18 08:31:30,Z04,East Gate,0.42,473,195,208,0,13,33
2026-04-18 08:32:00,Z05,West Gate,0.6,421,70,71,0,14,29
2026-04-18 08:32:30,Z06,Food Court A,0.43,345,78,79,0,9,25
2026-04-18 08:33:00,Z07,Food Court B,0.59,703,38,19,0,12,26
2026-04-18 08:33:30,Z08,Restroom Block 1,0.62,1014,87,172,0,22,33
2026-04-18 08:34:00,Z09,Restroom Block 2,0.87,578,190,106,0,18,26
2026-04-18 08:34:30,Z10,Seating Section A,0.47,533,235,240,0,9,24
2026-04-18 08:35:00,Z11,Seating Section B,0.78,26,127,227,0,5,30
2026-04-18 08:35:30,Z12,VIP Lounge,0.77,988,170,50,1,8,34
2026-04-18 08:36:00,Z01,Main Entrance,0.38,840,251,105,0,3,34
2026-04-18 08:36:30,Z02,North Gate,0.47,277,179,147,0,16,35
2026-04-18 08:37:00,Z03,South Gate,0.73,47,284,187,0,15,25
2026-04-18 08:37:30,Z04,East Gate,0.92,460,267,172,1,12,24
2026-04-18 08:38:00,Z05,West Gate,0.41,583,200,29,0,14,23
2026-04-18 08:38:30,Z06,Food Court A,0.79,362,227,149,0,23,31
2026-04-18 08:39:00,Z07,Food Court B,0.39,843,25,29,0,4,35
2026-04-18 08:39:30,Z08,Restroom Block 1,0.68,371,160,50,0,5,28
2026-04-18 08:40:00,Z09,Restroom Block 2,0.81,1052,230,205,0,7,30
2026-04-18 08:40:30,Z10,Seating Section A,0.89,632,88,195,0,6,28
2026-04-18 08:41:00,Z11,Seating Section B,0.55,1123,299,91,0,18,25
2026-04-18 08:41:30,Z12,VIP Lounge,0.68,291,183,205,0,17,31
2026-04-18 08:42:00,Z01,Main Entrance,0.74,125,236,98,0,3,29
2026-04-18 08:42:30,Z02,North Gate,0.37,926,263,237,0,9,22
2026-04-18 08:43:00,Z03,South Gate,0.94,1096,165,103,0,4,27
2026-04-18 08:43:30,Z04,East Gate,0.64,262,133,122,0,8,32
2026-04-18 08:44:00,Z05,West Gate,0.36,997,299,155,1,21,35
2026-04-18 08:44:30,Z06,Food Court A,0.59,1098,20,39,0,21,24
2026-04-18 08:45:00,Z07,Food Court B,0.7,244,67,179,0,10,23
2026-04-18 08:45:30,Z08,Restroom Block 1,0.49,331,254,239,0,9,29
2026-04-18 08:46:00,Z09,Restroom Block 2,0.65,972,188,137,0,22,26
2026-04-18 08:46:30,Z10,Seating Section A,0.79,595,117,96,0,6,29
2026-04-18 08:47:00,Z11,Seating Section B,0.5,620,122,249,0,19,23
2026-04-18 08:47:30,Z12,VIP Lounge,0.8,766,258,101,0,21,29
2026-04-18 08:48:00,Z01,Main Entrance,0.39,532,99,58,0,10,33
2026-04-18 08:48:30,Z02,North Gate,0.65,955,101,67,0,21,24
2026-04-18 08:49:00,Z03,South Gate,0.59,300,133,99,0,9,27
2026-04-18 08:49:30,Z04,East Gate,0.41,1150,25,204,0,5,30
2026-04-18 08:50:00,Z05,West Gate,0.5,342,44,209,0,12,24
2026-04-18 08:50:30,Z06,Food Court A,0.36,1121,94,176,0,18,24
2026-04-18 08:51:00,Z07,Food Court B,0.97,787,139,184,1,20,25
2026-04-18 08:51:30,Z08,Restroom Block 1,0.55,1190,292,108,0,17,32
2026-04-18 08:52:00,Z09,Restroom Block 2,0.77,1177,96,101,0,3,24
2026-04-18 08:52:30,Z10,Seating Section A,0.78,273,103,196,0,12,27
2026-04-18 08:53:00,Z11,Seating Section B,0.65,1107,125,166,0,14,24
2026-04-18 08:53:30,Z12,VIP Lounge,0.51,737,210,187,0,19,33
2026-04-18 08:54:00,Z01,Main Entrance,0.61,422,181,211,0,12,34
2026-04-18 08:54:30,Z02,North Gate,0.52,806,276,104,0,24,35
2026-04-18 08:55:00,Z03,South Gate,0.78,609,239,192,0,20,22
2026-04-18 08:55:30,Z04,East Gate,0.46,490,274,156,0,19,23
2026-04-18 08:56:00,Z05,West Gate,0.53,398,250,34,0,8,28
2026-04-18 08:56:30,Z06,Food Court A,0.72,37,40,21,0,18,35
2026-04-18 08:57:00,Z07,Food Court B,0.72,881,59,87,0,22,26
2026-04-18 08:57:30,Z08,Restroom Block 1,0.97,484,219,192,0,8,35
2026-04-18 08:58:00,Z09,Restroom Block 2,0.58,923,38,197,0,23,31
2026-04-18 08:58:30,Z10,Seating Section A,0.92,655,173,199,0,10,35
2026-04-18 08:59:00,Z11,Seating Section B,0.88,961,296,172,0,11,32
2026-04-18 08:59:30,Z12,VIP Lounge,0.76,1195,182,101,0,3,31
2026-04-18 09:00:00,Z01,Main Entrance,0.82,260,106,204,0,16,27
2026-04-18 09:00:30,Z02,North Gate,0.43,864,59,6,0,4,29
2026-04-18 09:01:00,Z03,South Gate,0.94,76,195,164,0,5,30
2026-04-18 09:01:30,Z04,East Gate,0.87,434,57,248,0,24,31
2026-04-18 09:02:00,Z05,West Gate,0.58,1049,55,110,0,2,24
2026-04-18 09:02:30,Z06,Food Court A,0.61,403,83,75,0,24,27
2026-04-18 09:03:00,Z07,Food Court B,0.37,98,94,246,0,17,31
2026-04-18 09:03:30,Z08,Restroom Block 1,0.45,458,246,71,0,7,35
2026-04-18 09:04:00,Z09,Restroom Block 2,0.67,109,85,80,0,22,27
2026-04-18 09:04:30,Z10,Seating Section A,0.52,574,243,47,0,2,31
2026-04-18 09:05:00,Z11,Seating Section B,0.52,467,83,111,0,23,32
2026-04-18 09:05:30,Z12,VIP Lounge,0.83,1127,203,226,0,11,33
2026-04-18 09:06:00,Z01,Main Entrance,0.47,548,190,244,1,17,26
2026-04-18 09:06:30,Z02,North Gate,0.83,148,80,213,0,13,30
2026-04-18 09:07:00,Z03,South Gate,0.96,345,89,23,0,9,34
2026-04-18 09:07:30,Z04,East Gate,0.87,89,102,95,0,2,30
2026-04-18 09:08:00,Z05,West Gate,0.63,1063,98,70,1,5,24
2026-04-18 09:08:30,Z06,Food Court A,0.53,841,82,134,0,16,35
2026-04-18 09:09:00,Z07,Food Court B,0.93,510,273,211,0,6,29
2026-04-18 09:09:30,Z08,Restroom Block 1,0.86,1042,254,7,0,7,27
2026-04-18 09:10:00,Z09,Restroom Block 2,0.67,1084,82,15,0,5,30
2026-04-18 09:10:30,Z10,Seating Section A,0.37,54,102,78,0,16,29
2026-04-18 09:11:00,Z11,Seating Section B,0.88,556,81,161,0,24,31
2026-04-18 09:11:30,Z12,VIP Lounge,0.88,367,100,222,0,21,23
2026-04-18 09:12:00,Z01,Main Entrance,0.97,1131,193,74,0,13,27
2026-04-18 09:12:30,Z02,North Gate,0.59,574,154,227,0,5,24
2026-04-18 09:13:00,Z03,South Gate,0.54,626,70,123,0,24,25
2026-04-18 09:13:30,Z04,East Gate,0.39,347,290,246,1,11,34
2026-04-18 09:14:00,Z05,West Gate,0.44,959,34,218,0,12,26
2026-04-18 09:14:30,Z06,Food Court A,0.43,455,75,177,0,20,24
2026-04-18 09:15:00,Z07,Food Court B,0.84,1178,96,21,0,12,35
2026-04-18 09:15:30,Z08,Restroom Block 1,0.77,896,114,74,0,10,28
2026-04-18 09:16:00,Z09,Restroom Block 2,0.93,408,144,25,0,3,33
2026-04-18 09:16:30,Z10,Seating Section A,0.54,1151,298,173,0,4,24
2026-04-18 09:17:00,Z11,Seating Section B,0.84,989,257,8,0,18,31
2026-04-18 09:17:30,Z12,VIP Lounge,0.85,1052,252,154,0,18,27
2026-04-18 09:18:00,Z01,Main Entrance,0.79,181,283,9,0,6,34
2026-04-18 09:18:30,Z02,North Gate,0.56,900,225,159,1,2,33
2026-04-18 09:19:00,Z03,South Gate,0.94,108,239,145,0,9,25
2026-04-18 09:19:30,Z04,East Gate,0.8,232,108,14,1,19,33
2026-04-18 09:20:00,Z05,West Gate,0.5,593,252,206,1,11,24
2026-04-18 09:20:30,Z06,Food Court A,0.77,646,51,212,1,13,35
2026-04-18 09:21:00,Z07,Food Court B,0.6,1074,165,129,0,19,24
2026-04-18 09:21:30,Z08,Restroom Block 1,0.44,130,216,21,0,4,28
2026-04-18 09:22:00,Z09,Restroom Block 2,0.69,1128,112,24,0,4,26
2026-04-18 09:22:30,Z10,Seating Section A,0.52,610,30,182,0,11,35
2026-04-18 09:23:00,Z11,Seating Section B,0.52,708,118,66,0,23,25
2026-04-18 09:23:30,Z12,VIP Lounge,0.6,652,41,81,0,23,32
2026-04-18 09:24:00,Z01,Main Entrance,0.82,743,104,30,0,18,35
2026-04-18 09:24:30,Z02,North Gate,0.64,288,124,242,0,19,34
2026-04-18 09:25:00,Z03,South Gate,0.81,55,115,216,0,20,33
2026-04-18 09:25:30,Z04,East Gate,0.86,523,198,126,0,5,27
2026-04-18 09:26:00,Z05,West Gate,0.85,88,276,238,0,14,24
2026-04-18 09:26:30,Z06,Food Court A,0.39,1093,277,154,0,23,33
2026-04-18 09:27:00,Z07,Food Court B,0.94,958,273,243,0,6,32
2026-04-18 09:27:30,Z08,Restroom Block 1,0.9,599,105,176,0,5,27
2026-04-18 09:28:00,Z09,Restroom Block 2,0.53,413,194,241,0,13,26
2026-04-18 09:28:30,Z10,Seating Section A,0.81,222,158,163,0,23,34
2026-04-18 09:29:00,Z11,Seating Section B,0.67,783,46,17,0,9,26
2026-04-18 09:29:30,Z12,VIP Lounge,0.61,958,267,223,0,24,32
2026-04-18 09:30:00,Z01,Main Entrance,0.89,361,265,141,0,24,31
2026-04-18 09:30:30,Z02,North Gate,0.74,314,188,96,0,10,24
2026-04-18 09:31:00,Z03,South Gate,0.41,354,189,84,0,19,35
2026-04-18 09:31:30,Z04,East Gate,0.48,911,95,230,0,17,29
2026-04-18 09:32:00,Z05,West Gate,0.78,619,251,119,0,6,35
2026-04-18 09:32:30,Z06,Food Court A,0.52,668,221,89,0,6,34
2026-04-18 09:33:00,Z07,Food Court B,0.96,775,227,33,0,6,24
2026-04-18 09:33:30,Z08,Restroom Block 1,0.47,839,63,28,0,2,28
2026-04-18 09:34:00,Z09,Restroom Block 2,0.96,787,174,54,0,10,31
2026-04-18 09:34:30,Z10,Seating Section A,0.8,1122,178,38,1,15,33
2026-04-18 09:35:00,Z11,Seating Section B,0.53,539,10,171,0,11,35
2026-04-18 09:35:30,Z12,VIP Lounge,0.73,863,62,171,0,5,33
2026-04-18 09:36:00,Z01,Main Entrance,0.63,65,181,96,0,6,26
2026-04-18 09:36:30,Z02,North Gate,0.77,828,153,99,0,2,31
2026-04-18 09:37:00,Z03,South Gate,0.86,701,180,55,0,11,25
2026-04-18 09:37:30,Z04,East Gate,0.99,223,156,165,0,21,28
2026-04-18 09:38:00,Z05,West Gate,0.93,289,133,226,1,6,24
2026-04-18 09:38:30,Z06,Food Court A,0.44,420,173,59,0,20,26
2026-04-18 09:39:00,Z07,Food Court B,0.41,258,251,79,0,20,24
2026-04-18 09:39:30,Z08,Restroom Block 1,0.39,1176,125,123,0,14,22
2026-04-18 09:40:00,Z09,Restroom Block 2,0.86,659,142,44,0,9,24
2026-04-18 09:40:30,Z10,Seating Section A,0.38,73,67,210,0,11,34
2026-04-18 09:41:00,Z11,Seating Section B,0.96,225,225,33,0,21,32
2026-04-18 09:41:30,Z12,VIP Lounge,0.65,261,132,120,0,5,29
2026-04-18 09:42:00,Z01,Main Entrance,0.93,1084,286,37,0,3,32
2026-04-18 09:42:30,Z02,North Gate,0.69,216,102,68,0,19,32
2026-04-18 09:43:00,Z03,South Gate,0.92,854,55,205,0,12,24
2026-04-18 09:43:30,Z04,East Gate,0.44,404,105,184,0,18,30
2026-04-18 09:44:00,Z05,West Gate,0.71,975,72,140,1,9,30
2026-04-18 09:44:30,Z06,Food Court A,0.41,1168,84,72,0,18,23
2026-04-18 09:45:00,Z07,Food Court B,0.36,828,246,177,0,20,32
2026-04-18 09:45:30,Z08,Restroom Block 1,0.7,1171,96,211,0,21,27
2026-04-18 09:46:00,Z09,Restroom Block 2,0.46,121,128,132,0,23,31
2026-04-18 09:46:30,Z10,Seating Section A,0.36,689,47,54,0,23,28
2026-04-18 09:47:00,Z11,Seating Section B,0.43,702,105,18,1,12,29
2026-04-18 09:47:30,Z12,VIP Lounge,0.83,938,292,78,0,7,32
2026-04-18 09:48:00,Z01,Main Entrance,0.42,772,100,107,0,7,25
2026-04-18 09:48:30,Z02,North Gate,0.63,395,170,49,0,3,32
2026-04-18 09:49:00,Z03,South Gate,0.61,153,235,110,0,6,28
2026-04-18 09:49:30,Z04,East Gate,0.69,271,16,88,0,5,24
2026-04-18 09:50:00,Z05,West Gate,0.39,159,231,155,0,20,27
2026-04-18 09:50:30,Z06,Food Court A,0.72,464,218,179,0,3,28
2026-04-18 09:51:00,Z07,Food Court B,0.55,248,109,229,0,14,26
2026-04-18 09:51:30,Z08,Restroom Block 1,0.84,133,35,31,0,8,24
2026-04-18 09:52:00,Z09,Restroom Block 2,0.88,504,94,89,0,22,23
2026-04-18 09:52:30,Z10,Seating Section A,0.55,620,28,21,0,6,35
2026-04-18 09:53:00,Z11,Seating Section B,0.66,970,95,55,0,14,32
2026-04-18 09:53:30,Z12,VIP Lounge,0.41,422,224,172,0,2,34
2026-04-18 09:54:00,Z01,Main Entrance,0.56,1121,91,172,0,14,32
2026-04-18 09:54:30,Z02,North Gate,0.64,1113,52,193,0,5,35
2026-04-18 09:55:00,Z03,South Gate,0.54,1164,100,93,0,21,32
2026-04-18 09:55:30,Z04,East Gate,0.52,763,68,66,0,11,28
2026-04-18 09:56:00,Z05,West Gate,0.45,889,156,182,0,19,22
2026-04-18 09:56:30,Z06,Food Court A,0.75,227,51,55,1,3,28
2026-04-18 09:57:00,Z07,Food Court B,0.98,641,288,171,0,7,25
2026-04-18 09:57:30,Z08,Restroom Block 1,0.89,911,142,215,1,13,32
2026-04-18 09:58:00,Z09,Restroom Block 2,0.78,450,95,233,0,13,35
2026-04-18 09:58:30,Z10,Seating Section A,0.61,634,241,33,1,23,35
2026-04-18 09:59:00,Z11,Seating Section B,0.48,667,159,141,0,17,24
2026-04-18 09:59:30,Z12,VIP Lounge,0.84,820,273,114,1,11,27
2026-04-18 10:00:00,Z01,Main Entrance,0.96,1157,75,232,0,18,23
2026-04-18 10:00:30,Z02,North Gate,0.56,461,19,145,0,9,34
2026-04-18 10:01:00,Z03,South Gate,0.58,297,200,188,0,24,27
2026-04-18 10:01:30,Z04,East Gate,0.65,387,213,29,0,15,26
2026-04-18 10:02:00,Z05,West Gate,0.55,1034,55,165,0,23,25
2026-04-18 10:02:30,Z06,Food Court A,0.59,462,221,188,0,7,31
2026-04-18 10:03:00,Z07,Food Court B,0.83,243,39,8,0,12,23
2026-04-18 10:03:30,Z08,Restroom Block 1,0.57,75,30,131,1,15,33
2026-04-18 10:04:00,Z09,Restroom Block 2,0.67,137,212,168,1,7,29
2026-04-18 10:04:30,Z10,Seating Section A,0.67,1017,154,60,0,8,33
2026-04-18 10:05:00,Z11,Seating Section B,0.85,872,204,94,1,7,35
2026-04-18 10:05:30,Z12,VIP Lounge,0.9,678,293,183,0,10,23
2026-04-18 10:06:00,Z01,Main Entrance,0.74,920,169,113,0,10,29
2026-04-18 10:06:30,Z02,North Gate,0.57,671,20,118,1,16,26
2026-04-18 10:07:00,Z03,South Gate,0.67,294,159,66,0,11,31
2026-04-18 10:07:30,Z04,East Gate,0.76,303,285,67,0,24,30
2026-04-18 10:08:00,Z05,West Gate,0.98,535,118,206,0,15,32
2026-04-18 10:08:30,Z06,Food Court A,0.49,801,175,234,0,2,24
2026-04-18 10:09:00,Z07,Food Court B,0.42,239,246,74,0,10,24
2026-04-18 10:09:30,Z08,Restroom Block 1,0.53,948,107,160,0,5,29
2026-04-18 10:10:00,Z09,Restroom Block 2,0.89,413,124,59,1,20,22
2026-04-18 10:10:30,Z10,Seating Section A,0.84,479,92,55,0,8,33
2026-04-18 10:11:00,Z11,Seating Section B,0.42,674,58,171,0,9,28
2026-04-18 10:11:30,Z12,VIP Lounge,0.47,522,272,247,0,12,35
2026-04-18 10:12:00,Z01,Main Entrance,0.92,682,17,73,0,10,28
2026-04-18 10:12:30,Z02,North Gate,0.48,383,203,53,0,10,33
2026-04-18 10:13:00,Z03,South Gate,0.61,419,103,121,0,9,31
2026-04-18 10:13:30,Z04,East Gate,0.51,50,95,131,0,22,24
2026-04-18 10:14:00,Z05,West Gate,0.94,153,230,231,0,10,31
2026-04-18 10:14:30,Z06,Food Court A,0.66,1079,182,205,0,5,29
2026-04-18 10:15:00,Z07,Food Court B,0.38,808,97,56,0,9,29
2026-04-18 10:15:30,Z08,Restroom Block 1,0.47,388,28,215,0,15,23
2026-04-18 10:16:00,Z09,Restroom Block 2,0.54,750,299,135,0,11,32
2026-04-18 10:16:30,Z10,Seating Section A,0.81,928,170,149,0,16,27
2026-04-18 10:17:00,Z11,Seating Section B,0.38,75,262,5,0,9,24
2026-04-18 10:17:30,Z12,VIP Lounge,0.43,534,57,249,0,23,29
2026-04-18 10:18:00,Z01,Main Entrance,0.66,1002,234,20,0,2,29
2026-04-18 10:18:30,Z02,North Gate,0.91,390,12,155,0,7,31
2026-04-18 10:19:00,Z03,South Gate,0.43,191,30,122,0,14,33
2026-04-18 10:19:30,Z04,East Gate,0.36,242,241,63,0,7,22
2026-04-18 10:20:00,Z05,West Gate,0.73,1141,86,176,0,13,28
2026-04-18 10:20:30,Z06,Food Court A,0.64,837,58,110,0,9,34
2026-04-18 10:21:00,Z07,Food Court B,0.99,1135,210,111,0,7,22
2026-04-18 10:21:30,Z08,Restroom Block 1,0.52,552,265,237,1,7,33
2026-04-18 10:22:00,Z09,Restroom Block 2,0.98,976,245,224,0,5,25
2026-04-18 10:22:30,Z10,Seating Section A,0.69,593,91,120,0,4,32
2026-04-18 10:23:00,Z11,Seating Section B,0.94,518,224,22,0,19,22
2026-04-18 10:23:30,Z12,VIP Lounge,0.61,1111,278,179,0,18,27
2026-04-18 10:24:00,Z01,Main Entrance,0.55,1085,27,53,0,11,32
2026-04-18 10:24:30,Z02,North Gate,0.49,1043,238,216,0,15,28
2026-04-18 10:25:00,Z03,South Gate,0.36,777,87,87,0,4,33
2026-04-18 10:25:30,Z04,East Gate,0.46,533,28,198,0,11,34
2026-04-18 10:26:00,Z05,West Gate,0.44,468,96,122,0,4,23
2026-04-18 10:26:30,Z06,Food Court A,0.57,743,35,237,1,9,27
2026-04-18 10:27:00,Z07,Food Court B,0.98,1012,236,228,0,17,34
2026-04-18 10:27:30,Z08,Restroom Block 1,0.62,752,100,28,0,4,32
2026-04-18 10:28:00,Z09,Restroom Block 2,0.63,274,63,85,0,11,23
2026-04-18 10:28:30,Z10,Seating Section A,0.7,869,125,232,0,19,34
2026-04-18 10:29:00,Z11,Seating Section B,0.73,970,74,146,0,8,23
2026-04-18 10:29:30,Z12,VIP Lounge,0.97,816,232,44,0,9,34
2026-04-18 10:30:00,Z01,Main Entrance,0.63,169,195,42,0,15,33
2026-04-18 10:30:30,Z02,North Gate,0.66,589,15,117,0,7,33
2026-04-18 10:31:00,Z03,South Gate,0.87,577,59,176,0,20,27
2026-04-18 10:31:30,Z04,East Gate,0.89,1087,279,19,0,22,32
2026-04-18 10:32:00,Z05,West Gate,0.91,272,53,87,0,11,31
2026-04-18 10:32:30,Z06,Food Court A,0.54,569,125,115,0,5,30
2026-04-18 10:33:00,Z07,Food Court B,0.88,844,55,211,0,15,26
2026-04-18 10:33:30,Z08,Restroom Block 1,0.53,407,242,122,0,12,28
2026-04-18 10:34:00,Z09,Restroom Block 2,0.67,1194,237,226,0,4,24
2026-04-18 10:34:30,Z10,Seating Section A,0.43,1007,25,102,0,4,22
2026-04-18 10:35:00,Z11,Seating Section B,0.69,599,131,71,0,3,23
2026-04-18 10:35:30,Z12,VIP Lounge,0.65,1020,177,185,0,10,34
2026-04-18 10:36:00,Z01,Main Entrance,0.64,646,127,92,0,15,29
2026-04-18 10:36:30,Z02,North Gate,0.42,644,252,243,0,8,29
2026-04-18 10:37:00,Z03,South Gate,0.45,106,106,229,0,11,27
2026-04-18 10:37:30,Z04,East Gate,0.73,393,151,36,0,24,32
2026-04-18 10:38:00,Z05,West Gate,0.46,320,226,140,0,18,28
2026-04-18 10:38:30,Z06,Food Court A,0.78,727,298,98,0,15,27
2026-04-18 10:39:00,Z07,Food Court B,0.62,118,66,230,1,21,31
2026-04-18 10:39:30,Z08,Restroom Block 1,0.77,394,34,180,0,8,27
2026-04-18 10:40:00,Z09,Restroom Block 2,0.98,269,245,40,0,4,35
2026-04-18 10:40:30,Z10,Seating Section A,0.4,868,138,130,0,21,22
2026-04-18 10:41:00,Z11,Seating Section B,0.85,667,233,176,0,9,29
2026-04-18 10:41:30,Z12,VIP Lounge,0.77,353,11,196,0,4,30
2026-04-18 10:42:00,Z01,Main Entrance,0.91,980,259,113,0,9,33
2026-04-18 10:42:30,Z02,North Gate,0.88,316,193,69,0,15,35
2026-04-18 10:43:00,Z03,South Gate,0.58,382,16,140,0,9,33
2026-04-18 10:43:30,Z04,East Gate,0.59,1157,47,116,0,19,24
2026-04-18 10:44:00,Z05,West Gate,0.7,776,19,105,0,3,29
2026-04-18 10:44:30,Z06,Food Court A,0.96,1120,254,19,0,20,33
2026-04-18 10:45:00,Z07,Food Court B,0.99,522,74,148,0,22,24
2026-04-18 10:45:30,Z08,Restroom Block 1,0.71,1154,182,66,0,13,22
2026-04-18 10:46:00,Z09,Restroom Block 2,0.51,1026,42,121,0,7,33
2026-04-18 10:46:30,Z10,Seating Section A,0.48,1033,134,133,0,7,31
2026-04-18 10:47:00,Z11,Seating Section B,0.73,492,160,129,0,14,23
2026-04-18 10:47:30,Z12,VIP Lounge,0.46,282,32,231,0,5,33
2026-04-18 10:48:00,Z01,Main Entrance,0.55,607,20,34,0,4,24
2026-04-18 10:48:30,Z02,North Gate,0.41,1186,153,61,0,24,30
2026-04-18 10:49:00,Z03,South Gate,0.53,841,235,84,0,12,31
2026-04-18 10:49:30,Z04,East Gate,0.64,493,171,220,0,3,30
2026-04-18 10:50:00,Z05,West Gate,0.54,665,207,130,0,24,30
2026-04-18 10:50:30,Z06,Food Court A,0.55,214,254,157,0,9,25
2026-04-18 10:51:00,Z07,Food Court B,0.99,1013,149,162,0,18,27
2026-04-18 10:51:30,Z08,Restroom Block 1,0.57,604,84,60,0,18,24
2026-04-18 10:52:00,Z09,Restroom Block 2,0.6,666,163,224,0,11,26
2026-04-18 10:52:30,Z10,Seating Section A,0.91,899,263,81,0,10,27
2026-04-18 10:53:00,Z11,Seating Section B,0.45,737,224,104,0,10,32
2026-04-18 10:53:30,Z12,VIP Lounge,0.48,883,188,180,0,7,33
2026-04-18 10:54:00,Z01,Main Entrance,0.6,1045,113,80,0,14,30
2026-04-18 10:54:30,Z02,North Gate,0.75,1128,168,137,0,4,23
2026-04-18 10:55:00,Z03,South Gate,0.51,211,206,186,1,17,30
2026-04-18 10:55:30,Z04,East Gate,0.95,864,193,99,1,9,24
2026-04-18 10:56:00,Z05,West Gate,0.58,654,270,199,0,11,33
2026-04-18 10:56:30,Z06,Food Court A,0.43,1055,65,138,0,19,26
2026-04-18 10:57:00,Z07,Food Court B,0.8,180,140,39,1,19,33
2026-04-18 10:57:30,Z08,Restroom Block 1,0.37,317,151,13,0,15,27
2026-04-18 10:58:00,Z09,Restroom Block 2,0.57,1156,233,101,0,13,27
2026-04-18 10:58:30,Z10,Seating Section A,0.74,855,159,218,0,20,28
2026-04-18 10:59:00,Z11,Seating Section B,0.92,306,100,206,0,14,31
2026-04-18 10:59:30,Z12,VIP Lounge,0.35,191,284,6,0,21,28
2026-04-18 11:00:00,Z01,Main Entrance,0.47,591,244,39,0,7,25
2026-04-18 11:00:30,Z02,North Gate,0.68,860,242,159,0,10,22
2026-04-18 11:01:00,Z03,South Gate,0.64,681,183,165,1,24,25
2026-04-18 11:01:30,Z04,East Gate,0.61,361,66,245,0,20,29
2026-04-18 11:02:00,Z05,West Gate,0.4,1020,43,86,0,16,31
2026-04-18 11:02:30,Z06,Food Court A,0.4,360,294,118,0,2,32
2026-04-18 11:03:00,Z07,Food Court B,0.58,412,124,192,1,7,23
2026-04-18 11:03:30,Z08,Restroom Block 1,0.59,209,47,64,0,23,30
2026-04-18 11:04:00,Z09,Restroom Block 2,0.87,778,201,201,0,17,32
2026-04-18 11:04:30,Z10,Seating Section A,0.54,512,171,168,0,12,31
2026-04-18 11:05:00,Z11,Seating Section B,0.59,452,200,242,0,19,22
2026-04-18 11:05:30,Z12,VIP Lounge,0.88,340,177,42,0,23,28
2026-04-18 11:06:00,Z01,Main Entrance,0.84,841,40,29,0,20,32
2026-04-18 11:06:30,Z02,North Gate,0.8,318,179,108,0,24,22
2026-04-18 11:07:00,Z03,South Gate,0.66,269,57,211,0,14,35
2026-04-18 11:07:30,Z04,East Gate,0.77,1087,212,59,0,12,32
2026-04-18 11:08:00,Z05,West Gate,0.76,470,256,101,0,16,30
2026-04-18 11:08:30,Z06,Food Court A,0.53,1009,103,182,0,10,34
2026-04-18 11:09:00,Z07,Food Court B,0.48,97,206,21,0,13,29
2026-04-18 11:09:30,Z08,Restroom Block 1,0.42,658,210,50,0,7,31
